budget,id,original_language,popularity,release_date,revenue,runtime,tagline,title,Action,Comedy,Drama,Thriller,Fantasy,Walt Disney Pictures,Universal Pictures,Warner Bros.,Columbia Pictures,Paramount Pictures,Relativity Media,Twentieth Century Fox Film Corporation,New Line Cinema
8000000,73873,en,7.802245,2011-12-21,5634828,113,A man with a secret. A woman with a dream.,Albert Nobbs,0,0,1,0,0,0,0,0,0,0,0,0,0
50000000,74465,en,38.629763,2011-12-22,120081841,124,A True Zoo Story,We Bought a Zoo,0,1,1,0,0,0,0,0,0,0,0,1,0
0,74510,en,5.4988340000000004,2011-09-09,0,89,Alright! Alright! Alright!,Kevin Hart: Laugh at My Pain,0,1,0,0,0,0,0,0,0,0,0,0,0
10000000,74534,en,21.258991,2011-11-28,136836156,124,Share the journey. Share the laughter.,The Best Exotic Marigold Hotel,0,1,1,0,0,0,0,0,0,0,0,0,0
15000000,74643,en,29.943316,2011-05-15,133432856,100,A Breath Of Fresh Vintage Air,The Artist,0,1,1,0,0,0,0,0,0,0,0,0,0
25000000,75174,en,48.552871,2012-01-26,77278331,117,Live or Die on This Day,The Grey,1,0,1,1,0,0,0,0,0,0,0,0,0
120000000,75612,en,67.698004,2013-04-10,286168572,124,Earth is a memory worth fighting for,Oblivion,1,0,0,0,0,0,1,0,0,0,1,0,0
12000000,75674,en,21.958055,2012-02-24,81272766,110,The only easy day was yesterday,Act of Valor,1,0,0,1,0,0,0,0,0,0,1,0,0
60000000,75780,en,56.868399,2012-12-20,218340595,130,The Law Has Limits. He Does Not.,Jack Reacher,0,0,1,1,0,0,0,0,0,1,0,0,0
3400000,75861,en,6.723057,2015-03-13,0,118,Based on the True Story that started a Global Movement.,To Write Love on Her Arms,0,0,1,0,0,0,0,0,0,0,0,0,0
100000000,76163,en,53.732892,2012-08-08,312573423,103,Back for War.,The Expendables 2,1,0,0,1,0,0,0,0,0,0,0,0,0
120000000,76170,en,15.953444,2013-07-23,415440673,126,"When he's most vulnerable, he's most dangerous.",The Wolverine,1,0,0,0,1,0,0,0,0,0,0,1,0
90000000,76285,en,40.262261,2013-08-07,174578751,106,"Where There Are Gods, There Are Monsters.",Percy Jackson: Sea of Monsters,0,0,0,0,1,0,0,0,0,0,0,0,0
170000000,76338,en,99.499595,2013-10-29,644571402,112,Delve into the darkness,Thor: The Dark World,1,0,0,0,1,0,0,0,0,0,0,0,0
150000000,76341,en,434.278564,2015-05-13,378858340,120,What a Lovely Day.,Mad Max: Fury Road,1,0,0,1,0,0,0,1,0,0,0,0,0
30000000,76349,zh,4.065212,2011-07-03,108348,125,Fall of the Last Empire,1911,1,0,1,0,0,0,0,0,0,0,0,0,0
1000000,76487,en,13.152822,2012-01-06,101758490,83,No soul is safe.,The Devil Inside,0,0,0,1,0,0,0,0,0,0,0,0,0
30000000,76489,en,14.585968,2012-04-13,54819301,92,Just Say Moe.,The Three Stooges,0,1,0,0,0,0,0,0,0,0,0,0,0
85000000,76492,en,56.257411,2012-09-20,358375603,91,Where monsters go to get away from it all,Hotel Transylvania,0,1,0,0,1,0,0,0,1,0,0,0,0
65000000,76493,en,31.349143,2012-05-15,179379533,83,kurd,The Dictator,0,1,0,0,0,0,0,0,0,1,0,0,0
40000000,76494,en,27.009723,2012-05-17,797e5,110,It's too late to pull out now.,What to Expect When You're Expecting,0,1,1,0,0,0,0,0,0,0,0,0,0
30000000,76640,en,43.882857,2013-01-12,0,107,Not in his town. Not on his watch.,The Last Stand,1,0,0,1,0,0,0,0,0,0,0,0,0
176000003,76757,en,85.36908,2015-02-04,183987723,124,Expand your universe.,Jupiter Ascending,1,0,0,0,1,0,0,1,0,0,0,0,0
60000000,77174,en,39.539045,2012-08-03,107139399,90,It's all fun and games until someone raises the dead.,ParaNorman,0,1,0,0,0,0,0,0,0,0,0,0,0
5000000,77495,es,9.136965,2011-10-14,0,107,Someone is watching over you,Sleep Tight,0,0,0,1,0,0,0,0,0,0,0,0,0
25000000,77866,en,31.364901,2012-01-12,631e5,109,What would you hide to protect your family?,Contraband,1,0,1,1,0,0,1,0,0,0,1,0,0
14000000,77883,en,21.680424,2012-08-30,85446075,92,Fear The Demon That Doesn't Fear God,The Possession,0,0,0,1,0,0,0,0,0,0,0,0,0
7000000,77930,en,35.897151,2012-06-28,167221571,110,Work all day. Work it all night.,Magic Mike,0,1,1,0,0,0,0,0,0,0,0,0,0
105000000,77931,en,32.473628,2013-07-30,347434178,105,Get ready to get naughty!,The Smurfs 2,0,1,0,0,1,0,0,0,1,0,0,0,0
250000,77934,en,0.065103,2010-11-28,0,96,Everybody needs some bunny to love.,The Christmas Bunny,0,0,1,0,0,0,0,0,0,0,0,0,0
135000000,77950,en,44.765377,2013-07-11,282570682,96,SLO NO MO,Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000,77951,en,10.088006,2013-12-18,126546518,87,The Greatest Adventure in 70 Million Years,Walking With Dinosaurs,0,0,0,0,0,0,0,0,0,0,0,0,0
0,78307,en,0.493223,2004-09-11,0,86,A drug dealer. An addict. A runaway. The story of 3 girls.,On the Outs,0,0,1,0,0,0,0,0,0,0,0,0,0
7000000,78381,en,5.060656,2011-09-10,0,84,"Between the living and the dead, eviil is waiting.",Twixt,0,0,0,1,0,0,0,0,0,0,0,0,0
40000000,78698,en,8.303696,2012-02-02,24719215,107,A family of whales trapped beneath the ice. One unforgettable rescue.,Big Miracle,0,0,1,0,0,0,1,0,0,0,0,0,0
8000,79120,en,1.041254,2011-09-22,469947,96,A (sort of) love story between two guys over a cold weekend in October.,Weekend,0,0,1,0,0,0,0,0,0,0,0,0,0
0,79161,en,0.049921,2006-10-18,0,90,Do you really want to know your parents?,51 Birch Street,0,0,0,0,0,0,0,0,0,0,0,0,0
17000000,79694,en,6.385234,2012-08-23,9627492,82,Once You Believe You Die,The Apparition,0,0,0,1,0,0,0,1,0,0,0,0,0
10000000,79777,en,4.267466,2011-12-23,303877,127,Love can change what we want… war can change who we are,In the Land of Blood and Honey,0,0,1,0,0,0,0,0,0,0,0,0,0
110000000,80274,en,45.94834,2013-10-23,125537191,114,This is not a game.,Ender's Game,1,0,0,0,0,0,0,0,0,0,0,0,0
0,80304,en,5.754416,2012-03-15,0,84,Funniest movie you'll ever read.,Casa De Mi Padre,0,1,0,0,0,0,0,0,0,0,0,0,0
75000000,80585,en,23.515938,2012-06-13,59418613,123,Nothin' but a good time,Rock of Ages,0,1,1,0,0,0,0,0,0,0,0,0,1
195000000,81005,en,43.349855,2013-02-27,197687603,114,Prepare for a giant adventure,Jack the Giant Slayer,1,0,0,0,1,0,0,1,0,0,0,0,1
145000000,81188,en,61.788035,2012-11-21,306941670,97,You better believe.,Rise of the Guardians,0,0,0,0,1,0,0,0,0,0,0,0,0
20000000,81796,en,35.232278,2012-04-12,32204030,95,Take no prisoners.,Lockout,1,0,0,1,0,0,0,0,0,0,0,0,0
45000000,82525,en,31.856589,2012-07-06,82966152,131,Young Beautiful Deadly.,Savages,0,0,1,1,0,0,0,0,0,0,1,0,0
0,82533,en,3.750338,2012-04-06,0,99,"For these girls... it's not what you learn, it's whom you educate.",Damsels in Distress,0,1,0,0,0,0,0,0,0,0,0,0,0
60000000,82682,en,29.041198,2013-01-10,105200903,113,No Names. No Badges. No Mercy.,Gangster Squad,1,0,1,1,0,0,0,1,0,0,0,0,0
165000000,82690,en,62.341073,2012-11-01,471222889,108,The story of a regular guy just looking for a little wreck-ognition.,Wreck-It Ralph,0,1,0,0,0,0,0,0,0,0,0,0,0
21000000,82693,en,63.599973,2012-09-08,205738714,122,Watch For The Signs,Silver Linings Playbook,0,1,1,0,0,0,0,0,0,0,0,0,0
61000000,82695,en,48.356214,2012-12-18,441809770,157,Fight. Dream. Hope. Love.,Les Misérables,0,0,1,0,0,0,1,0,0,0,1,0,0
145000000,82702,en,100.21391,2014-06-12,609123048,102,The training is over.,How to Train Your Dragon 2,1,1,0,0,1,0,0,0,0,0,0,0,0
102000000,83542,en,73.872343,2012-10-26,130482868,172,Everything is Connected,Cloud Atlas,0,0,1,0,0,0,0,0,0,0,0,0,0
16000000,83666,en,41.083914,2012-05-16,68263166,94,A tormenting and surprising story of children and adults during the stormy days of the summer of 1965.,Moonrise Kingdom,0,1,1,0,0,0,0,0,0,0,0,0,0
6000000,83686,en,14.988746,2012-09-07,13231461,96,There's more than one way to take a life.,The Words,0,0,1,1,0,0,0,0,0,0,0,0,0
25000000,83770,en,14.613152,2012-05-22,8784318,137,The best teacher is experience.,On the Road,0,0,1,0,0,0,0,0,0,0,0,0,0
3000000,84174,en,20.95282,2012-08-06,11947954,87,Old habits party hard.,Bachelorette,0,1,0,0,0,0,0,0,0,0,0,0,0
1800000,84175,en,12.471239,2012-06-29,21107746,93,I  gotta take care of mine.,Beasts of the Southern Wild,0,0,1,0,1,0,0,0,0,0,0,0,0
0,84184,en,9.436431,2012-08-03,3094813,91,A Loved Story,Celeste & Jesse Forever,0,1,1,0,0,0,0,0,0,0,0,0,0
0,84188,en,8.942203,2012-08-23,319285,90,Power. Manipulation. Obedience.,Compliance,0,0,1,1,0,0,0,0,0,0,0,0,0
0,84204,en,9.451228,2012-08-10,0,94,"For the locals on Erin Island, it's last orders.",Grabbers,0,1,0,1,0,0,0,0,0,0,0,0,0
2500000,84329,en,23.419061,2012-08-16,3325038,85,Friendship doesn't have an off switch,Robot & Frank,0,1,1,0,0,0,0,0,0,0,0,0,0
125000,84355,en,12.833247,2011-09-11,32e5,90,A comedy about doing the right thing with the wrong person.,Your Sister's Sister,0,1,1,0,0,0,0,0,0,0,0,0,0
13000000,84892,en,43.444135,2012-09-20,334e5,102,We are infinite.,The Perks of Being a Wallflower,0,0,1,0,0,0,0,0,0,0,0,0,0
12000000,86825,en,27.322212,2013-02-28,12077441,99,Innocence Ends.,Stoker,0,0,1,1,0,0,0,0,0,0,0,0,0
125000000,86834,en,46.115758,2014-03-20,362637473,139,The end of the world is just the beginning.,Noah,0,0,1,0,0,0,0,0,0,1,0,0,0
15000000,86838,en,32.306455,2012-09-07,19422261,110,They Won't Take Any Shih Tzu.,Seven Psychopaths,0,1,0,0,0,0,0,0,0,0,0,0,0
155000000,87101,en,202.042635,2015-06-23,440603537,126,Reset the future,Terminator Genisys,1,0,0,1,0,0,0,0,0,1,0,0,0
38000000,87421,en,46.630062,2013-09-02,98337295,119,Survival Is His Revenge,Riddick,1,0,0,1,0,0,0,0,0,0,0,0,0
70000000,87428,en,21.723897,2012-06-14,58058367,116,The story of a child… and his son.,That's My Boy,0,1,0,0,0,0,0,0,1,0,1,0,0
6500000,87499,en,16.574756,2013-05-31,2401510,116,"Spy on us, we'll spy on you.",The East,0,0,1,1,0,0,0,0,0,0,0,0,0
0,87825,en,18.587114,2012-09-21,0,111,Whatever Life Throws at You,Trouble with the Curve,0,0,1,0,0,0,0,1,0,0,0,0,0
120000000,87827,en,51.328145,2012-11-20,609016565,127,Believe The Unbelievable,Life of Pi,1,0,1,0,0,0,0,0,0,0,0,0,0
35000000,88794,en,28.069419,2011-11-09,84606030,137,The most powerful man in the world.,J. Edgar,0,0,1,0,0,0,0,0,0,0,0,0,0
35000000,89492,en,38.429648,2012-12-20,88058786,134,The sort-of sequel to 'Knocked Up',This Is 40,0,1,0,0,0,0,0,0,0,0,0,0,0
900000,89750,en,0.097913,2011-09-11,25e3,97,Capitalizing on hope.,"Pink Ribbons, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0
930000,91070,en,5.974156,2011-06-18,30905,100,A comedy that's a real mother.,L!fe Happens,0,1,0,0,0,0,0,0,0,0,0,0,0
210000000,91314,en,116.840296,2014-06-25,1091405097,165,This is not war. It's extinction.,Transformers: Age of Extinction,1,0,0,0,0,0,0,0,0,1,0,0,0
5000000,91586,en,48.375848,2013-09-12,0,106,It will take what you love most.,Insidious: Chapter 2,0,0,0,1,0,0,0,0,0,0,0,0,0
76000000,93456,en,136.886704,2013-06-25,970761885,98,Back 2 Work,Despicable Me 2,0,1,0,0,0,0,1,0,0,0,0,0,0
0,93856,en,20.649145,2012-05-24,18112929,88,Experience the fallout,Chernobyl Diaries,0,0,0,1,0,0,0,0,0,0,0,0,0
1100000,94329,id,40.285095,2011-09-08,4105187,101,"1 Ruthless Crime Lord, 20 Elite Cops, 30 Floors of Hell",The Raid,1,0,0,1,0,0,0,0,0,0,0,0,0
12000000,96399,en,5.759545,2012-06-01,9622846,145,The True Story of Cristiada,For Greater Glory - The True Story of Cristiada,0,0,1,0,0,0,0,0,0,0,0,0,0
120000000,97020,en,66.757869,2014-01-30,242688965,102,We've got the future under control.,RoboCop,1,0,0,0,0,0,0,0,1,0,0,0,0
15000000,97367,en,35.395129,2013-03-20,35485608,140,If you ride like lightning you're gonna crash like thunder,The Place Beyond the Pines,0,0,1,0,0,0,0,0,0,0,0,0,0
12000000,97614,en,10.19041,2012-11-08,66351,95,Twisty thriller... a wild ride.,Deadfall,0,0,1,1,0,0,0,0,0,0,0,0,0
40000000,97630,en,38.306954,2012-12-19,132820716,157,The Greatest Manhunt in History,Zero Dark Thirty,0,0,1,1,0,0,0,0,1,0,0,0,0
56000000,98357,en,29.490057,2013-01-18,19701164,109,Proof Can Be a Powerful Weapon.,Broken City,0,0,1,1,0,0,0,0,0,0,0,0,0
1250000,98369,en,1.6116,2012-04-13,0,106,Everybody belongs somewhere,Blue Like Jazz,0,1,1,0,0,0,0,0,0,0,0,0,0
125000000,98566,en,143.350376,2014-08-07,4772e5,101,Mysterious. Dangerous. Reptilious. You've never seen heroes like this.,Teenage Mutant Ninja Turtles,1,1,0,0,1,0,0,0,0,1,0,0,0
280000000,99861,en,134.279229,2015-04-22,1405403694,141,A New Age Has Come.,Avengers: Age of Ultron,1,0,0,0,0,0,0,0,0,0,0,0,0
65000000,100241,en,31.324734,2014-01-22,71154592,92,"In the battle between good and evil, an immortal holds the key","I, Frankenstein",0,0,0,1,0,0,0,0,0,0,0,0,0
170000000,100402,en,72.225265,2014-03-20,714766572,136,In heroes we trust.,Captain America: The Winter Soldier,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101179,en,6.679954,2012-08-05,0,95,Truth or Die,Truth or Dare,0,0,0,1,0,0,0,0,0,0,0,0,0
12000000,101267,en,8.410688,2012-06-28,32726956,93,Be yourself and you can be anything,Katy Perry: Part of Me,0,0,0,0,0,0,0,0,0,1,0,0,0
130000000,101299,en,76.310119,2013-11-15,847423452,146,Every revolution begins with a spark.,The Hunger Games: Catching Fire,1,0,0,0,0,0,0,0,0,0,0,0,0
200000000,102382,en,89.270217,2014-04-16,705717432,142,No more secrets.,The Amazing Spider-Man 2,1,0,0,0,1,0,0,0,1,0,0,0,0
180000000,102651,en,110.620647,2014-05-28,758539785,97,Don't believe the fairy tale.,Maleficent,1,0,0,0,1,1,0,0,0,0,0,0,0
130000000,102899,en,120.09361,2015-07-14,519311965,117,Heroes don't get any bigger.,Ant-Man,1,0,0,0,0,0,0,0,0,0,0,0,0
0,103370,en,7.050951,2012-06-29,0,114,"Believe it or not, they know too much.",Madea's Witness Protection,0,1,1,0,0,0,0,0,0,0,0,0,0
1500000,104755,en,14.504326,2012-09-10,1165882,101,We've been waiting... we've always been waiting,The Lords of Salem,0,0,0,1,0,0,0,0,0,0,0,0,0
175000000,105864,en,51.692953,2015-11-14,331926147,93,Little Arms With Big Attitude,The Good Dinosaur,0,0,0,0,0,1,0,0,0,0,0,0,0
100000000,106646,en,95.007934,2013-12-25,392000694,180,EARN. SPEND. PARTY.,The Wolf of Wall Street,0,1,1,0,0,0,0,0,0,1,0,0,0
50000000,107846,en,44.478043,2013-10-09,122915111,115,No one breaks out alone.,Escape Plan,1,0,0,1,0,0,0,0,0,0,0,0,0
32000000,109414,en,38.21708,2013-06-12,126041322,107,Nothing ruins a party like the end of the world.,This Is the End,1,1,0,0,0,0,0,0,1,0,0,0,0
80000000,109418,en,45.589568,2013-07-11,246984278,100,Just because they're a little older doesn't mean they've grown up.,Grown Ups 2,0,1,0,0,0,0,0,0,1,0,0,0,0
30000000,109421,en,48.237797,2013-02-07,63372757,106,One pill can change your life.,Side Effects,0,0,1,1,0,0,0,0,0,0,0,0,0
55000000,109424,en,52.786917,2013-10-10,95e6,134,Out here survival is everything.,Captain Phillips,1,0,1,1,0,0,0,0,1,0,0,0,0
17000000,109428,en,33.912116,2013-04-05,97542952,91,The most terrifying film you will ever experience.,Evil Dead,0,0,0,0,0,0,0,0,0,0,0,0,0
35000000,109431,en,34.005726,2013-02-07,173965010,111,She's having the time of his life,Identity Thief,0,1,0,0,0,0,0,0,0,0,0,0,0
150000000,109445,en,165.125366,2013-11-27,1274219009,102,Only the act of true love will thaw a frozen heart.,Frozen,0,0,0,0,0,1,0,0,0,0,0,0,0
2000000,109513,en,16.668854,2012-08-22,144e5,100,A Comedy That Never Takes Its Foot Off The Gas,Hit & Run,1,1,0,0,0,0,0,0,0,0,0,0,0
250000,109729,en,6.978907,2013-07-29,56825,99,It's not the hills.,The Canyons,0,0,1,1,0,0,0,0,0,0,0,0,0
39200000,110415,ko,64.238688,2013-08-01,86758912,126,"AD 2031, the passengers in the train are the only survivors on Earth.",Snowpiercer,1,0,1,0,0,0,0,0,0,0,0,0,0
0,113406,en,0.40703,2012-04-28,0,0,Even Shakespeare didn't see this one coming.,Should've Been Romeo,0,1,1,0,0,0,0,0,0,0,0,0,0
17000000,114150,en,32.746486,2012-09-28,115350426,112,Get pitch slapped.,Pitch Perfect,0,1,0,0,0,0,0,0,0,0,0,0,0
4000000,114635,en,1.390659,2012-10-27,0,78,Can we help you?,The Helpers,0,0,0,0,0,0,0,0,0,0,0,0,0
55000000,116149,en,39.882276,2014-11-27,259207227,95,The Adventure Begins,Paddington,0,1,0,0,0,0,0,0,0,0,0,0,0
58000000,116741,en,1.551497,2013-06-07,44e6,119,Hiring them was a brilliant mistake.,The Internship,0,1,0,0,0,0,0,0,0,0,0,1,0
65000000,116977,en,5.258726,2012-06-15,73706,87,When good food... goes bad!,Foodfight!,1,1,0,0,0,0,0,0,0,0,0,0,0
170000000,118340,en,481.098624,2014-07-30,773328629,121,All heroes start somewhere.,Guardians of the Galaxy,1,0,0,0,0,0,0,0,0,0,0,0,0
170000000,119450,en,243.791743,2014-06-26,710644566,130,One last chance for peace.,Dawn of the Planet of the Apes,1,0,1,1,0,0,0,0,0,0,0,0,0
5000000,122081,en,62.554173,2013-01-24,31724284,94,A little sun can bring out your dark side.,Spring Breakers,0,0,1,0,0,0,0,0,0,0,0,0,0
250000000,122917,en,120.965743,2014-12-10,956019788,144,Witness the defining chapter of the Middle-Earth saga,The Hobbit: The Battle of the Five Armies,1,0,0,0,1,0,0,0,0,0,0,0,1
60000000,123553,en,45.514031,2013-08-21,90565421,130,You have been chosen,The Mortal Instruments: City of Bones,1,0,1,0,1,0,0,0,0,0,0,0,0
1000000,123678,id,8.887411,2012-08-31,444575,115,"A story of killers who win, and the society they build.",The Act of Killing,0,0,0,0,0,0,0,0,0,0,0,0,0
2400000,125490,en,11.753553,2012-09-19,0,110,What If You Could Feel Like They Do ...,Antiviral,0,0,0,0,0,0,0,0,0,0,0,0,0
250000000,127585,en,118.078691,2014-05-15,747862775,131,"To save the future, they must alter the past",X-Men: Days of Future Past,1,0,0,0,1,0,0,0,0,0,0,1,0
1500000,129139,en,15.017068,2013-07-24,3566225,104,She's going from straight A's to getting her first F.,The To Do List,0,1,0,0,0,0,0,0,0,0,0,0,0
125000000,131631,en,206.227151,2014-11-18,752100229,123,Fire burns brighter in the darkness,The Hunger Games: Mockingjay - Part 1,0,0,0,1,0,0,0,0,0,0,0,0,0
160000000,131634,en,127.284427,2015-11-18,653428261,137,The fire will burn forever.,The Hunger Games: Mockingjay - Part 2,1,0,0,0,0,0,0,0,0,0,0,0,0
15000000,132232,en,47.455148,2013-01-17,146497771,100,A Mother's Love is Forever,Mama,0,0,0,0,0,0,1,0,0,0,0,0,0
30000000,133805,en,63.848541,2013-10-16,82394288,100,Know her name. Fear her power.,Carrie,0,0,1,0,0,0,0,0,0,0,0,0,0
20000000,133931,en,14.182301,2012-06-05,0,83,Airborne to be wild.,Zambezia,0,1,0,0,0,0,0,0,0,0,0,0,0
0,134371,en,4.725357,2012-10-12,0,112,Who is John Galt?,Atlas Shrugged Part II,0,0,1,0,0,0,0,0,0,0,0,0,0
25000000,134374,en,31.893932,2013-04-18,86175291,130,Their American dream is bigger than yours.,Pain & Gain,1,0,0,1,0,0,0,0,0,1,0,0,0
150000000,135397,en,418.708552,2015-06-09,1513528810,124,The park is open.,Jurassic World,1,0,0,1,0,0,0,0,0,0,0,0,0
61000000,136400,en,42.881415,2013-08-02,131940411,109,"2 Guns, 1 Bank.",2 Guns,1,1,0,0,0,0,0,0,0,0,0,0,0
13200000,136835,en,24.656068,2014-09-10,53830415,83,First he gets into your house. Then he gets into your head.,No Good Deed,0,0,0,1,0,0,0,0,0,0,0,0,0
60000000,137106,en,59.547928,2014-02-06,469160692,100,The story of a nobody who saved everybody.,The Lego Movie,0,1,0,0,1,0,0,1,0,0,0,0,0
178000000,137113,en,79.456485,2014-05-27,370541256,113,"Live, Die, Repeat",Edge of Tomorrow,1,0,0,0,0,0,0,1,0,0,0,0,0
60000000,137321,en,22.736038,2014-02-13,30800231,118,This is not a true story. This is true love.,Winter's Tale,0,0,1,0,1,0,0,1,0,0,0,0,0
90000000,138103,en,61.025639,2014-08-04,206172544,127,New team. New attitude. New mission.,The Expendables 3,1,0,0,1,0,0,0,0,0,0,0,0,0
37000000,138832,en,100.348805,2013-08-07,269994119,110,-If anyone asks.,We're the Millers,0,1,0,0,0,0,0,0,0,0,0,0,1
13000000,138843,en,49.975409,2013-07-18,318000141,112,Based on the true case files of the Warrens,The Conjuring,0,0,0,1,0,0,0,0,0,0,0,0,1
2500000,139038,en,18.661541,2013-01-11,60141683,86,This $*%! ain't paranormal.,A Haunted House,0,1,0,0,0,0,0,0,0,0,0,0,0
500000,139715,en,2.391847,2012-04-27,0,87,"When there's no more room in Hell, the dead will go to DETENTION!",Detention of the Dead,0,1,0,0,0,0,0,0,0,0,0,0,0
225000,139948,en,0.126676,2012-11-01,111300,86,One Year on the Front Lines of the Battle to Save Detroit,Burn,0,0,0,0,0,0,0,0,0,0,0,0,0
145000000,140300,en,56.747978,2016-01-23,521170825,95,Grab destiny by the rice dumplings.,Kung Fu Panda 3,1,1,0,0,0,0,0,0,0,0,0,1,0
20000000,146198,en,29.371987,2016-02-19,12639297,115,The Code on the Street is Never Black & White,Triple 9,1,0,0,1,0,0,0,0,0,0,0,0,0
84000000,146216,en,44.34333,2013-07-18,0,116,The best never rest.,RED 2,1,1,0,1,0,0,0,0,0,0,0,0,0
18000000,146227,en,16.520516,2013-08-29,10501938,90,Get in. Get out. Getaway.,Getaway,1,0,0,0,0,0,0,0,0,0,0,0,0
46000000,146233,en,88.496873,2013-09-18,122126687,153,Every moment matters.,Prisoners,0,0,1,1,0,0,0,0,0,0,0,0,0
30000000,146238,en,22.975918,2013-09-24,62616646,91,The house always wins.,Runner Runner,0,0,1,1,0,0,0,0,0,0,0,0,0
140000000,147441,en,101.599427,2014-12-03,268031828,150,"Once brothers, now enemies.",Exodus: Gods and Kings,1,0,1,0,0,0,0,0,0,0,0,0,0
175000000,150540,en,128.655964,2015-06-09,857611174,94,Meet the little voices inside your head.,Inside Out,0,1,1,0,0,1,0,0,0,0,0,0,0
95000000,150689,en,101.187052,2015-03-12,543514353,105,Midnight is just the beginning.,Cinderella,0,0,1,0,1,1,0,0,0,0,0,0,0
23000000,152601,en,53.682367,2013-12-18,47351251,126,A Spike Jonze Love Story,Her,0,0,1,0,0,0,0,1,0,0,0,0,0
13500000,152742,en,30.058263,2013-01-01,19255873,124,A Master of Possession. A Crime of Obsession,The Best Offer,0,0,1,0,0,0,0,1,0,0,0,0,0
70000000,152760,en,43.873266,2014-01-24,154984035,118,It was the greatest art heist in history,The Monuments Men,1,0,1,0,0,0,0,0,1,0,0,0,0
73000000,153518,en,45.720894,2016-05-11,349779543,97,Why so angry?,The Angry Birds Movie,0,0,0,0,0,0,0,0,1,0,0,0,0
13,157185,en,0.332679,2007-01-01,0,84,Everything You've Heard is True,Tin Can Man,0,0,0,0,0,0,0,0,0,0,0,0,0
165000000,157336,en,724.247784,2014-11-05,675120017,169,Mankind was born on Earth. It was never meant to die here.,Interstellar,0,0,1,0,0,0,0,1,0,1,0,0,0
85000000,157350,en,80.316463,2014-03-14,288747895,139,What makes you different makes you dangerous.,Divergent,1,0,0,0,0,0,0,0,0,0,0,0,0
0,157354,en,20.967146,2013-07-25,17385830,85,Every step brings you closer to the edge,Fruitvale Station,0,0,1,0,0,0,0,0,0,0,0,0,0
2500000,157386,en,25.722747,2013-08-02,6854611,95,From the Writers of (500) Days of Summer,The Spectacular Now,0,1,1,0,0,0,0,0,0,0,0,0,0
0,157422,en,1.906151,2015-10-16,0,91,Every family has its demons. The truth will possess us all.,The Wicked Within,0,0,0,0,0,0,0,0,0,0,0,0,0
13000000,158011,en,34.532418,2013-03-14,68572378,94,There are 188 million 911 calls a year. This one made it personal.,The Call,0,0,0,1,0,0,0,0,0,0,0,0,0
190000000,158852,en,130.311355,2015-05-19,209154322,130,Imagine a world where nothing is impossible.,Tomorrowland,0,0,0,0,0,1,0,0,0,0,0,0,0
0,159037,ar,4.892203,2013-06-07,0,88,What does it mean to risk your life for your ideals? How far will five revolutionaries go in defending their beliefs in the fight for their nation?,The Square,0,0,1,0,0,0,0,0,0,0,0,0,0
10000000,164558,en,7.944457,2013-08-28,0,92,A motion picture event.,One Direction: This Is Us,0,0,0,0,0,0,0,0,1,0,0,0,0
120000000,166424,en,38.126095,2015-08-05,167977596,100,Change is coming.,Fantastic Four,1,0,0,0,0,0,0,0,0,0,0,1,0
11000000,167073,en,39.337949,2015-10-20,62076141,111,"Two countries, two loves, one heart",Brooklyn,0,0,1,0,0,0,0,0,0,0,0,0,0
190000000,168259,en,102.322217,2015-04-01,1506249360,137,Vengeance Hits Home,Furious 7,1,0,0,0,0,0,1,0,0,0,0,0,0
40000000,168672,en,49.664128,2013-12-12,251171807,138,Everyone Hustles To Survive,American Hustle,0,0,1,0,0,0,0,0,1,0,0,0,0
25000000,168705,en,7.008216,2005-10-22,2405420,95,Revenge never tasted so sweet.,BloodRayne,1,0,0,0,1,0,0,0,0,0,0,0,0
20000000,171274,en,45.742217,2014-12-25,11110975,148,"Under the paving stones, the beach!",Inherent Vice,0,1,1,0,0,0,0,1,0,0,0,0,0
103000000,172385,en,42.40024,2014-03-19,500188435,102,"He's villainous, she's venomous.",Rio 2,0,1,0,0,0,0,0,0,0,0,0,0,0
0,172533,en,17.378455,2013-08-23,343341,90,A comedy about knowing when to say when.,Drinking Buddies,0,0,1,0,0,0,0,0,0,0,0,0,0
17500000,175541,en,7.180403,2013-11-27,7018189,93,The Musical Event of the Holiday Season,Black Nativity,0,0,1,0,0,0,0,0,0,0,0,0,0
0,175555,en,5.377155,2013-12-13,0,100,This Little Fool Thinks She's Getting A Damn Pony,A Madea Christmas,0,1,1,0,0,0,0,0,0,0,0,0,0
1200000,176124,en,3.085411,2013-04-19,2861020,114,Freedom is possible,Home Run,0,0,1,0,0,0,0,0,0,0,0,0,0
165000000,177572,en,203.73459,2014-10-24,652105443,102,From the creators of Wreck-it Ralph and Frozen,Big Hero 6,1,1,0,0,0,1,0,0,0,0,0,0,0
150000000,177677,en,114.522237,2015-07-23,682330139,131,Desperate Times. Desperate Measures.,Mission: Impossible - Rogue Nation,1,0,0,1,0,0,0,0,0,1,0,0,0
0,178862,en,2.557258,2013-02-20,0,73,16 porn stars reveal more than just their naked skin.,Aroused,0,0,0,0,0,0,0,0,0,0,0,0,0
